split,class,image_id,label,lesion_hue_deg,lesion_sat,lesion_val,lesion_frac_of_image,leaf_frac_of_image,lesion_frac_of_leaf,mask_frac_on_margin,mask_frac_on_paper,n_components,median_component_px,n_arms,n_arms_wrong,n_pair_confused,C1_pred,C2_pred,C4_pred,R0_pred,R1_pred,R2_pred,R3_pred,TLA_pred,p_colour_global_mean,p_colour_lesion_colour,p_colour_lesion_all
train,Brown Blight,Brown Blight/brown_blight_00306.jpg,0,40.37,0.4115,0.3708,0.04785,0.33584,0.14231,0.1991,0.0012,36,13.0,,,,,,,,,,,,,,
train,Brown Blight,Brown Blight/brown_blight_00307.jpg,0,40.59,0.4066,0.3799,0.05471,0.35961,0.15196,0.1738,0.0011,30,16.5,,,,,,,,,,,,,,
train,Brown Blight,Brown Blight/brown_blight_00308.jpg,0,39.69,0.415,0.2563,0.01505,0.18658,0.07765,0.3695,0.0371,30,11.5,,,,,,,,,,,,,,
train,Brown Blight,Brown Blight/brown_blight_00309.jpg,0,41.47,0.4518,0.3216,0.00777,0.05525,0.13672,0.3231,0.0282,21,7.0,,,,,,,,,,,,,,
train,Brown Blight,Brown Blight/brown_blight_00311.jpg,0,40.8,0.4957,0.4061,0.03898,0.19713,0.19007,0.1554,0.0389,18,23.5,,,,,,,,,,,,,,
train,Brown Blight,Brown Blight/brown_blight_00312.jpg,0,36.18,0.4708,0.4453,0.01684,0.21887,0.06948,0.4213,0.097,18,15.5,,,,,,,,,,,,,,
train,Brown Blight,Brown Blight/brown_blight_00313.jpg,0,39.11,0.422,0.3467,0.136,0.46044,0.29524,0.0558,0.0004,74,26.0,,,,,,,,,,,,,,
train,Brown Blight,Brown Blight/brown_blight_00315.jpg,0,38.72,0.446,0.4183,0.04295,0.40382,0.10626,0.0988,0.0009,43,12.0,,,,,,,,,,,,,,
train,Brown Blight,Brown Blight/brown_blight_00316.jpg,0,37.81,0.4818,0.3813,0.06954,0.51682,0.1342,0.104,0.0026,66,17.0,,,,,,,,,,,,,,
train,Brown Blight,Brown Blight/brown_blight_00317.jpg,0,23.05,0.4136,0.3125,0.05186,0.16693,0.30898,0.143,0.0054,10,8.0,,,,,,,,,,,,,,
train,Brown Blight,Brown Blight/brown_blight_00318.jpg,0,27.91,0.5925,0.359,0.06742,0.19248,0.34987,0.1236,0.0012,17,16.0,,,,,,,,,,,,,,
train,Brown Blight,Brown Blight/brown_blight_00320.jpg,0,35.93,0.5276,0.4724,0.03575,0.25512,0.13999,0.073,0.0011,15,33.0,,,,,,,,,,,,,,
train,Brown Blight,Brown Blight/brown_blight_00321.jpg,0,35.64,0.5203,0.4705,0.03569,0.27131,0.13142,0.0201,0.0011,14,29.5,,,,,,,,,,,,,,
train,Brown Blight,Brown Blight/brown_blight_00322.jpg,0,36.49,0.417,0.5132,0.03235,0.32434,0.09967,0.1953,0.0006,31,15.0,,,,,,,,,,,,,,
train,Brown Blight,Brown Blight/brown_blight_00324.jpg,0,38.46,0.585,0.3498,0.08588,0.34056,0.25211,0.1608,0.0002,104,15.0,,,,,,,,,,,,,,
train,Brown Blight,Brown Blight/brown_blight_00325.jpg,0,39.67,0.543,0.3642,0.08602,0.35934,0.23921,0.1478,0.0007,98,14.0,,,,,,,,,,,,,,
train,Brown Blight,Brown Blight/brown_blight_00326.jpg,0,39.74,0.5009,0.4066,0.04249,0.34261,0.12379,0.0976,0.0019,46,11.5,,,,,,,,,,,,,,
train,Brown Blight,Brown Blight/brown_blight_00328.jpg,0,40.32,0.5154,0.3674,0.02657,0.5118,0.05179,0.0308,0.0023,15,33.0,,,,,,,,,,,,,,
train,Brown Blight,Brown Blight/brown_blight_00329.jpg,0,40.17,0.5271,0.3809,0.11037,0.41522,0.26514,0.1316,0.0025,64,13.0,,,,,,,,,,,,,,
train,Brown Blight,Brown Blight/brown_blight_00330.jpg,0,41.52,0.559,0.3533,0.15097,0.57476,0.26228,0.0652,0.0015,169,12.0,,,,,,,,,,,,,,
train,Brown Blight,Brown Blight/brown_blight_00331.jpg,0,38.8,0.5484,0.3728,0.0619,0.5411,0.11389,0.0628,0.0045,67,14.0,,,,,,,,,,,,,,
train,Brown Blight,Brown Blight/brown_blight_00332.jpg,0,38.88,0.5475,0.3735,0.05656,0.61575,0.0914,0.1452,0.0049,62,16.0,,,,,,,,,,,,,,
train,Brown Blight,Brown Blight/brown_blight_00333.jpg,0,23.86,0.5481,0.379,0.08819,0.26774,0.32835,0.1458,0.0032,13,18.0,,,,,,,,,,,,,,
train,Brown Blight,Brown Blight/brown_blight_00340.jpg,0,37.7,0.5528,0.3923,0.02968,0.29253,0.0996,0.2848,0.0181,49,11.0,,,,,,,,,,,,,,
train,Brown Blight,Brown Blight/brown_blight_00341.jpg,0,40.03,0.5937,0.3358,0.06388,0.289,0.21826,0.1747,0.0125,48,19.5,,,,,,,,,,,,,,
train,Brown Blight,Brown Blight/brown_blight_00344.jpg,0,37.18,0.4888,0.3855,0.04267,0.28506,0.1478,0.3302,0.0126,44,14.5,,,,,,,,,,,,,,
train,Brown Blight,Brown Blight/brown_blight_00345.jpg,0,32.43,0.4146,0.4675,0.24789,0.55337,0.44781,0.0697,0.0003,25,39.0,,,,,,,,,,,,,,
train,Brown Blight,Brown Blight/brown_blight_00346.jpg,0,35.13,0.4834,0.457,0.2147,0.45968,0.46672,0.0712,0.0007,25,18.0,,,,,,,,,,,,,,
train,Brown Blight,Brown Blight/brown_blight_00349.jpg,0,36.16,0.5097,0.4847,0.06114,0.28267,0.21533,0.0854,0.0046,21,12.0,,,,,,,,,,,,,,
train,Brown Blight,Brown Blight/brown_blight_00350.jpg,0,35.35,0.5037,0.4552,0.00975,0.25731,0.03764,0.2699,0.0061,7,8.0,,,,,,,,,,,,,,
train,Brown Blight,Brown Blight/brown_blight_00351.jpg,0,35.13,0.4326,0.4958,0.0902,0.30891,0.29116,0.1452,0.0029,9,88.0,,,,,,,,,,,,,,
train,Brown Blight,Brown Blight/brown_blight_00352.jpg,0,36.57,0.5342,0.4267,0.12161,0.30961,0.39228,0.1067,0.0013,8,98.0,,,,,,,,,,,,,,
train,Brown Blight,Brown Blight/brown_blight_00353.jpg,0,40.72,0.4547,0.3494,0.01353,0.26991,0.04992,0.3152,0.0044,23,10.0,,,,,,,,,,,,,,
train,Brown Blight,Brown Blight/brown_blight_00355.jpg,0,37.55,0.5688,0.4568,0.04913,0.42652,0.11504,0.1063,0.0012,36,14.0,,,,,,,,,,,,,,
train,Brown Blight,Brown Blight/brown_blight_00356.jpg,0,35.1,0.4425,0.4674,0.01612,0.27248,0.05888,0.0989,0.0049,19,10.0,,,,,,,,,,,,,,
train,Brown Blight,Brown Blight/brown_blight_00357.jpg,0,35.69,0.5261,0.4188,0.01533,0.24444,0.06245,0.0507,0.0039,18,9.0,,,,,,,,,,,,,,
train,Brown Blight,Brown Blight/brown_blight_00358.jpg,0,40.54,0.5241,0.4305,0.0057,0.26377,0.02161,0.1608,0.0,12,8.0,,,,,,,,,,,,,,
train,Brown Blight,Brown Blight/brown_blight_00359.jpg,0,39.18,0.3913,0.43,0.01453,0.26507,0.05466,0.3045,0.0027,31,13.0,,,,,,,,,,,,,,
train,Brown Blight,Brown Blight/brown_blight_00363.jpg,0,37.05,0.4279,0.4128,0.05889,0.3875,0.15198,0.0883,0.0,82,14.5,,,,,,,,,,,,,,
train,Brown Blight,Brown Blight/brown_blight_00365.jpg,0,35.28,0.4303,0.3903,0.0692,0.34104,0.20284,0.1043,0.0003,71,17.0,,,,,,,,,,,,,,
train,Brown Blight,Brown Blight/brown_blight_00367.jpg,0,34.16,0.5488,0.4799,0.0442,0.33163,0.13317,0.1267,0.0009,12,8.5,,,,,,,,,,,,,,
train,Brown Blight,Brown Blight/brown_blight_00368.jpg,0,33.5,0.4788,0.3276,0.01391,0.22816,0.06053,0.0788,0.0072,9,14.0,,,,,,,,,,,,,,
train,Brown Blight,Brown Blight/brown_blight_00369.jpg,0,32.16,0.5365,0.2675,0.02047,0.25743,0.07873,0.0837,0.0097,9,16.0,,,,,,,,,,,,,,
train,Brown Blight,Brown Blight/brown_blight_00370.jpg,0,30.42,0.3574,0.4731,0.27246,0.55068,0.49444,0.0671,0.0007,20,34.5,,,,,,,,,,,,,,
train,Brown Blight,Brown Blight/brown_blight_00371.jpg,0,31.45,0.4528,0.4708,0.29173,0.55692,0.52312,0.0756,0.0014,21,32.0,,,,,,,,,,,,,,
train,Brown Blight,Brown Blight/brown_blight_00372.jpg,0,38.12,0.5822,0.3656,0.02822,0.23647,0.11673,0.1582,0.0219,17,26.0,,,,,,,,,,,,,,
train,Brown Blight,Brown Blight/brown_blight_00373.jpg,0,34.69,0.5767,0.3026,0.03763,0.24121,0.15492,0.1907,0.0069,22,21.5,,,,,,,,,,,,,,
train,Brown Blight,Brown Blight/brown_blight_00375.jpg,0,40.8,0.5544,0.357,0.02105,0.30299,0.06939,0.0701,0.0009,24,12.5,,,,,,,,,,,,,,
train,Brown Blight,Brown Blight/brown_blight_00376.jpg,0,39.37,0.5444,0.3547,0.0157,0.21893,0.07155,0.0787,0.0025,20,11.5,,,,,,,,,,,,,,
train,Brown Blight,Brown Blight/brown_blight_00377.jpg,0,38.26,0.4272,0.534,0.02573,0.2626,0.09578,0.1503,0.0225,24,23.0,,,,,,,,,,,,,,
train,Brown Blight,Brown Blight/brown_blight_00380.jpg,0,32.11,0.6167,0.4353,0.10027,0.40581,0.24659,0.13,0.002,25,22.0,,,,,,,,,,,,,,
train,Brown Blight,Brown Blight/brown_blight_00381.jpg,0,27.43,0.3621,0.495,0.0525,0.59263,0.07651,0.1811,0.1363,13,58.0,,,,,,,,,,,,,,
train,Brown Blight,Brown Blight/brown_blight_00382.jpg,0,30.22,0.5093,0.4409,0.04391,0.53396,0.08185,0.2102,0.0045,13,52.0,,,,,,,,,,,,,,
train,Brown Blight,Brown Blight/brown_blight_00383.jpg,0,38.3,0.4991,0.4619,0.03115,0.36637,0.08502,0.0755,0.0,29,19.0,,,,,,,,,,,,,,
train,Brown Blight,Brown Blight/brown_blight_00384.jpg,0,35.64,0.4603,0.422,0.01493,0.34622,0.04277,0.0975,0.008,7,7.0,,,,,,,,,,,,,,
train,Brown Blight,Brown Blight/brown_blight_00385.jpg,0,35.27,0.5802,0.3944,0.04877,0.36842,0.1321,0.1005,0.002,30,11.5,,,,,,,,,,,,,,
train,Brown Blight,Brown Blight/brown_blight_00386.jpg,0,36.87,0.5357,0.4334,0.0631,0.3576,0.17622,0.0742,0.0013,53,18.0,,,,,,,,,,,,,,
train,Brown Blight,Brown Blight/brown_blight_00387.jpg,0,35.0,0.4996,0.4038,0.04815,0.36834,0.13061,0.0824,0.0008,31,12.0,,,,,,,,,,,,,,
train,Brown Blight,Brown Blight/brown_blight_00388.jpg,0,34.33,0.501,0.3962,0.08183,0.21195,0.34932,0.1495,0.0952,26,12.0,,,,,,,,,,,,,,
train,Brown Blight,Brown Blight/brown_blight_00389.jpg,0,38.0,0.5997,0.3682,0.04468,0.42026,0.10604,0.165,0.0027,66,9.0,,,,,,,,,,,,,,
train,Brown Blight,Brown Blight/brown_blight_00390.jpg,0,40.17,0.4802,0.4265,0.04119,0.37572,0.10853,0.2661,0.0102,53,8.0,,,,,,,,,,,,,,
train,Brown Blight,Brown Blight/brown_blight_00391.jpg,0,40.8,0.6871,0.3302,0.0446,0.24065,0.1846,0.1104,0.004,17,13.0,,,,,,,,,,,,,,
train,Brown Blight,Brown Blight/brown_blight_00393.jpg,0,39.69,0.7116,0.405,0.10521,0.22459,0.46792,0.154,0.0011,45,16.0,,,,,,,,,,,,,,
train,Brown Blight,Brown Blight/brown_blight_00394.jpg,0,40.49,0.6446,0.5112,0.10654,0.19444,0.54736,0.1304,0.0011,27,10.0,,,,,,,,,,,,,,
train,Brown Blight,Brown Blight/brown_blight_00395.jpg,0,40.93,0.7187,0.4455,0.15286,0.28565,0.53443,0.111,0.0013,43,12.0,,,,,,,,,,,,,,
train,Brown Blight,Brown Blight/brown_blight_00397.jpg,0,33.52,0.6326,0.3862,0.07984,0.35702,0.2229,0.176,0.0032,31,18.0,,,,,,,,,,,,,,
train,Brown Blight,Brown Blight/brown_blight_00398.jpg,0,34.46,0.6449,0.3664,0.06017,0.24793,0.23995,0.1577,0.0113,33,14.0,,,,,,,,,,,,,,
train,Brown Blight,Brown Blight/brown_blight_00400.jpg,0,32.38,0.5278,0.4175,0.03569,0.21072,0.16627,0.0704,0.0184,11,21.0,,,,,,,,,,,,,,
train,Brown Blight,Brown Blight/brown_blight_00402.jpg,0,36.18,0.5824,0.3447,0.10529,0.52236,0.20076,0.1732,0.004,47,18.0,,,,,,,,,,,,,,
train,Brown Blight,Brown Blight/brown_blight_00403.jpg,0,33.98,0.5327,0.381,0.103,0.53599,0.19101,0.1705,0.006,49,21.0,,,,,,,,,,,,,,
train,Brown Blight,Brown Blight/brown_blight_00404.jpg,0,36.31,0.5512,0.4745,0.06629,0.31736,0.20629,0.1942,0.0123,48,24.0,,,,,,,,,,,,,,
train,Brown Blight,Brown Blight/brown_blight_00405.jpg,0,35.22,0.4476,0.4356,0.03741,0.29913,0.12466,0.1449,0.0032,16,32.5,,,,,,,,,,,,,,
train,Brown Blight,Brown Blight/brown_blight_00406.jpg,0,29.48,0.5604,0.3729,0.05995,0.26431,0.22304,0.1612,0.0166,16,16.0,,,,,,,,,,,,,,
train,Brown Blight,Brown Blight/brown_blight_00407.jpg,0,35.06,0.5166,0.4492,0.07348,0.24414,0.29829,0.134,0.009,5,13.0,,,,,,,,,,,,,,
train,Brown Blight,Brown Blight/brown_blight_00408.jpg,0,38.1,0.5471,0.476,0.02312,0.20873,0.10981,0.3,0.0086,26,13.0,,,,,,,,,,,,,,
train,Brown Blight,Brown Blight/brown_blight_00410.jpg,0,34.17,0.3483,0.4422,0.07045,0.34251,0.20074,0.1494,0.024,40,13.5,,,,,,,,,,,,,,
train,Brown Blight,Brown Blight/brown_blight_00411.jpg,0,38.01,0.6071,0.3787,0.14013,0.33074,0.42236,0.1111,0.0031,12,16.5,,,,,,,,,,,,,,
train,Brown Blight,Brown Blight/brown_blight_00413.jpg,0,32.0,0.4447,0.3663,0.10658,0.36908,0.28841,0.1947,0.0013,21,23.0,,,,,,,,,,,,,,
train,Brown Blight,Brown Blight/brown_blight_00414.jpg,0,30.83,0.5726,0.2953,0.06924,0.35011,0.1977,0.1595,0.0003,12,10.0,,,,,,,,,,,,,,
train,Brown Blight,Brown Blight/brown_blight_00416.jpg,0,31.22,0.4589,0.4429,0.03649,0.24364,0.14847,0.1835,0.0087,18,13.0,,,,,,,,,,,,,,
train,Brown Blight,Brown Blight/brown_blight_00417.jpg,0,29.59,0.5318,0.4341,0.04697,0.19778,0.23509,0.1922,0.0102,18,15.5,,,,,,,,,,,,,,
train,Brown Blight,Brown Blight/brown_blight_00418.jpg,0,37.37,0.4308,0.5001,0.04008,0.38634,0.10214,0.1009,0.0154,42,18.0,,,,,,,,,,,,,,
train,Brown Blight,Brown Blight/brown_blight_00419.jpg,0,37.54,0.5402,0.3642,0.02254,0.15962,0.13622,0.2741,0.0354,27,15.0,,,,,,,,,,,,,,
train,Brown Blight,Brown Blight/brown_blight_00420.jpg,0,32.59,0.6265,0.3848,0.11344,0.21116,0.53601,0.1198,0.0023,8,14.5,,,,,,,,,,,,,,
train,Brown Blight,Brown Blight/brown_blight_00422.jpg,0,33.99,0.7971,0.355,0.09507,0.25143,0.37666,0.1107,0.0038,31,18.0,,,,,,,,,,,,,,
train,Brown Blight,Brown Blight/brown_blight_00423.jpg,0,40.22,0.6257,0.5279,0.12357,0.277,0.44428,0.1126,0.004,36,16.0,,,,,,,,,,,,,,
train,Brown Blight,Brown Blight/brown_blight_00425.jpg,0,34.35,0.3973,0.4631,0.09688,0.4446,0.21772,0.0267,0.0008,30,11.5,,,,,,,,,,,,,,
train,Brown Blight,Brown Blight/brown_blight_00426.jpg,0,43.01,0.7109,0.292,0.01236,0.19047,0.06372,0.0177,0.0177,8,7.0,,,,,,,,,,,,,,
train,Brown Blight,Brown Blight/brown_blight_00430.jpg,0,31.85,0.4738,0.5503,0.0333,0.25492,0.13009,0.1825,0.0042,10,8.0,,,,,,,,,,,,,,
train,Brown Blight,Brown Blight/brown_blight_00431.jpg,0,38.97,0.4208,0.4065,0.01244,0.1352,0.09139,0.4599,0.0064,15,13.0,,,,,,,,,,,,,,
train,Brown Blight,Brown Blight/brown_blight_00432.jpg,0,36.12,0.4869,0.4245,0.0441,0.16914,0.26075,0.1884,0.0,35,30.0,,,,,,,,,,,,,,
train,Brown Blight,Brown Blight/brown_blight_00433.jpg,0,31.24,0.4666,0.4496,0.0847,0.37155,0.22775,0.1148,0.0009,45,9.0,,,,,,,,,,,,,,
train,Brown Blight,Brown Blight/brown_blight_00435.jpg,0,34.84,0.623,0.4066,0.01234,0.16173,0.07628,0.2859,0.0,18,16.5,,,,,,,,,,,,,,
train,Brown Blight,Brown Blight/brown_blight_00436.jpg,0,39.78,0.64,0.3941,0.02366,0.19918,0.11687,0.257,0.016,29,7.0,,,,,,,,,,,,,,
train,Brown Blight,Brown Blight/brown_blight_00437.jpg,0,28.95,0.5856,0.3872,0.10055,0.27441,0.36422,0.1645,0.0059,30,10.0,,,,,,,,,,,,,,
train,Brown Blight,Brown Blight/brown_blight_00438.jpg,0,26.69,0.5838,0.3204,0.11103,0.27631,0.40089,0.1551,0.0023,40,14.5,,,,,,,,,,,,,,
train,Brown Blight,Brown Blight/brown_blight_00439.jpg,0,24.4,0.5625,0.3328,0.0683,0.28324,0.24106,0.0802,0.0003,11,7.0,,,,,,,,,,,,,,
train,Brown Blight,Brown Blight/brown_blight_00442.jpg,0,41.01,0.4896,0.3815,0.06447,0.22003,0.2923,0.1051,0.0025,73,11.0,,,,,,,,,,,,,,
train,Brown Blight,Brown Blight/brown_blight_00445.jpg,0,33.81,0.5949,0.3234,0.04016,0.28215,0.14198,0.1176,0.0025,24,10.5,,,,,,,,,,,,,,
train,Brown Blight,Brown Blight/brown_blight_00446.jpg,0,35.25,0.6615,0.3192,0.05644,0.24926,0.22579,0.1822,0.0028,27,24.0,,,,,,,,,,,,,,
train,Brown Blight,Brown Blight/brown_blight_00448.jpg,0,40.4,0.4835,0.3785,0.03139,0.23186,0.13538,0.2686,0.0,50,9.5,,,,,,,,,,,,,,
train,Brown Blight,Brown Blight/brown_blight_00449.jpg,0,28.88,0.4824,0.3635,0.05178,0.41602,0.12369,0.2333,0.0062,24,21.0,,,,,,,,,,,,,,
train,Brown Blight,Brown Blight/brown_blight_00451.jpg,0,37.07,0.5455,0.3151,0.12414,0.33911,0.3655,0.0649,0.0016,70,15.0,,,,,,,,,,,,,,
train,Brown Blight,Brown Blight/brown_blight_00452.jpg,0,35.67,0.5059,0.4335,0.07988,0.31043,0.25719,0.0853,0.0005,17,11.0,,,,,,,,,,,,,,
train,Brown Blight,Brown Blight/brown_blight_00453.jpg,0,31.27,0.5249,0.3621,0.0282,0.26415,0.10548,0.2184,0.012,18,13.0,,,,,,,,,,,,,,
train,Brown Blight,Brown Blight/brown_blight_00454.jpg,0,37.2,0.5192,0.3025,0.05632,0.29486,0.19074,0.2286,0.0014,43,18.0,,,,,,,,,,,,,,
train,Brown Blight,Brown Blight/brown_blight_00456.jpg,0,39.7,0.5224,0.3516,0.04401,0.21632,0.20241,0.0607,0.005,23,21.0,,,,,,,,,,,,,,
train,Brown Blight,Brown Blight/brown_blight_00459.jpg,0,39.86,0.6162,0.385,0.10156,0.37225,0.27262,0.1552,0.0008,60,12.0,,,,,,,,,,,,,,
train,Brown Blight,Brown Blight/brown_blight_00460.jpg,0,39.15,0.5392,0.3595,0.04127,0.24488,0.16831,0.226,0.0014,29,12.0,,,,,,,,,,,,,,
train,Brown Blight,Brown Blight/brown_blight_00463.jpg,0,29.52,0.4932,0.3749,0.04508,0.35611,0.12648,0.2259,0.0009,25,19.0,,,,,,,,,,,,,,
train,Brown Blight,Brown Blight/brown_blight_00465.jpg,0,39.59,0.6329,0.4199,0.02716,0.20787,0.12991,0.1064,0.0059,52,9.5,,,,,,,,,,,,,,
train,Brown Blight,Brown Blight/brown_blight_00466.jpg,0,43.74,0.6028,0.3131,0.01274,0.17162,0.07363,0.2457,0.0078,19,11.0,,,,,,,,,,,,,,
train,Brown Blight,Brown Blight/brown_blight_00467.jpg,0,38.61,0.568,0.399,0.03113,0.25255,0.12184,0.1005,0.0115,31,21.0,,,,,,,,,,,,,,
train,Brown Blight,Brown Blight/brown_blight_00468.jpg,0,38.19,0.5052,0.3354,0.02226,0.23414,0.09389,0.1468,0.0125,19,20.0,,,,,,,,,,,,,,
train,Brown Blight,Brown Blight/brown_blight_00469.jpg,0,39.69,0.5257,0.3012,0.03404,0.30168,0.11244,0.1071,0.0035,29,12.0,,,,,,,,,,,,,,
train,Brown Blight,Brown Blight/brown_blight_00471.jpg,0,33.65,0.4705,0.4717,0.10242,0.48665,0.21017,0.0572,0.0014,22,22.5,,,,,,,,,,,,,,
train,Brown Blight,Brown Blight/brown_blight_00474.jpg,0,29.76,0.5554,0.3128,0.12259,0.47385,0.25808,0.0813,0.0024,17,78.0,,,,,,,,,,,,,,
train,Brown Blight,Brown Blight/brown_blight_00475.jpg,0,30.25,0.5889,0.3182,0.11787,0.50143,0.2347,0.0812,0.0015,20,44.5,,,,,,,,,,,,,,
train,Brown Blight,Brown Blight/brown_blight_00477.jpg,0,29.62,0.5211,0.361,0.12948,0.49157,0.26325,0.0416,0.0006,19,22.0,,,,,,,,,,,,,,
train,Brown Blight,Brown Blight/brown_blight_00479.jpg,0,31.98,0.5584,0.3633,0.11792,0.36264,0.32502,0.0313,0.0005,15,22.0,,,,,,,,,,,,,,
train,Brown Blight,Brown Blight/brown_blight_00482.jpg,0,31.22,0.4823,0.4486,0.0902,0.44597,0.20128,0.0999,0.0049,29,61.0,,,,,,,,,,,,,,
train,Brown Blight,Brown Blight/brown_blight_00484.jpg,0,31.82,0.6051,0.39,0.0905,0.40125,0.2252,0.0956,0.0015,27,78.0,,,,,,,,,,,,,,
train,Brown Blight,Brown Blight/brown_blight_00486.jpg,0,31.71,0.4774,0.355,0.08709,0.34485,0.25025,0.122,0.0092,12,66.0,,,,,,,,,,,,,,
train,Brown Blight,Brown Blight/brown_blight_00487.jpg,0,32.39,0.5263,0.3483,0.07077,0.28141,0.24221,0.1267,0.0369,11,80.0,,,,,,,,,,,,,,
train,Brown Blight,Brown Blight/brown_blight_00488.jpg,0,31.41,0.5011,0.3527,0.07621,0.308,0.24071,0.1425,0.0272,11,75.0,,,,,,,,,,,,,,
train,Brown Blight,Brown Blight/brown_blight_00489.jpg,0,34.15,0.4826,0.3301,0.02968,0.1417,0.20914,0.1934,0.0013,13,29.0,,,,,,,,,,,,,,
train,Brown Blight,Brown Blight/brown_blight_00491.jpg,0,37.96,0.5943,0.3294,0.03416,0.15252,0.22383,0.1954,0.0006,18,11.0,,,,,,,,,,,,,,
train,Brown Blight,Brown Blight/brown_blight_00492.jpg,0,38.12,0.5823,0.3495,0.03468,0.15173,0.22816,0.2448,0.0017,14,10.0,,,,,,,,,,,,,,
train,Brown Blight,Brown Blight/brown_blight_00494.jpg,0,30.24,0.4035,0.432,0.10393,0.32235,0.322,0.1189,0.0013,12,21.5,,,,,,,,,,,,,,
train,Brown Blight,Brown Blight/brown_blight_00495.jpg,0,33.17,0.5264,0.4096,0.07824,0.24237,0.32251,0.1223,0.001,9,51.0,,,,,,,,,,,,,,
train,Brown Blight,Brown Blight/brown_blight_00497.jpg,0,38.42,0.5735,0.3976,0.07059,0.32822,0.21501,0.0884,0.0003,18,32.0,,,,,,,,,,,,,,
train,Brown Blight,Brown Blight/brown_blight_00498.jpg,0,34.27,0.5152,0.4074,0.07603,0.40057,0.18976,0.1468,0.0003,23,23.0,,,,,,,,,,,,,,
train,Brown Blight,Brown Blight/brown_blight_00500.jpg,0,36.76,0.5137,0.4229,0.0386,0.28332,0.13618,0.1528,0.0005,21,24.0,,,,,,,,,,,,,,
train,Brown Blight,Brown Blight/brown_blight_00501.jpg,0,34.1,0.4645,0.402,0.03107,0.1865,0.16553,0.1937,0.0064,30,10.0,,,,,,,,,,,,,,
train,Brown Blight,Brown Blight/brown_blight_00502.jpg,0,34.29,0.4327,0.4244,0.03217,0.17427,0.18367,0.2708,0.005,23,7.0,,,,,,,,,,,,,,
train,Brown Blight,Brown Blight/brown_blight_00504.jpg,0,30.22,0.5277,0.3962,0.04201,0.19683,0.21284,0.2348,0.0028,12,15.5,,,,,,,,,,,,,,
train,Brown Blight,Brown Blight/brown_blight_00505.jpg,0,37.94,0.5389,0.3937,0.01523,0.20741,0.07274,0.3429,0.0092,18,16.5,,,,,,,,,,,,,,
train,Brown Blight,Brown Blight/brown_blight_00506.jpg,0,37.25,0.5334,0.4031,0.01714,0.20833,0.08179,0.3907,0.0058,20,13.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/UNADJUSTEDNONRAW_thumb_1.jpg,1,22.5,0.3962,0.2884,0.06517,0.12528,0.51893,0.1226,0.0024,9,15.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/UNADJUSTEDNONRAW_thumb_10.jpg,1,39.61,0.4005,0.3572,0.00901,0.36509,0.02429,0.3119,0.0155,27,6.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/UNADJUSTEDNONRAW_thumb_11.jpg,1,30.43,0.4543,0.3729,0.04291,0.44392,0.09661,0.1222,0.0005,23,6.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/UNADJUSTEDNONRAW_thumb_12.jpg,1,36.83,0.4417,0.3507,0.08492,0.33293,0.25406,0.2042,0.004,55,10.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/UNADJUSTEDNONRAW_thumb_13.jpg,1,40.82,0.4713,0.3599,0.11322,0.37099,0.30422,0.1135,0.0032,43,7.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/UNADJUSTEDNONRAW_thumb_14.jpg,1,22.91,0.5481,0.308,0.17203,0.26836,0.63691,0.1007,0.0065,8,38.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/UNADJUSTEDNONRAW_thumb_15.jpg,1,21.28,0.6112,0.4336,0.17799,0.1872,0.95081,0.0749,0.0,1,8931.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/UNADJUSTEDNONRAW_thumb_17.jpg,1,23.16,0.5351,0.3549,0.46524,0.48392,0.96071,0.0572,0.0007,1,23342.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/UNADJUSTEDNONRAW_thumb_18.jpg,1,36.47,0.4648,0.474,0.02374,0.60858,0.0389,0.2082,0.0025,31,19.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/UNADJUSTEDNONRAW_thumb_1a.jpg,1,34.7,0.4511,0.3616,0.09875,0.44896,0.21911,0.1734,0.0038,45,11.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/UNADJUSTEDNONRAW_thumb_1d.jpg,1,33.22,0.484,0.335,0.03255,0.28177,0.11515,0.1451,0.0031,21,33.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/UNADJUSTEDNONRAW_thumb_1e.jpg,1,34.03,0.4695,0.378,0.02119,0.26258,0.07977,0.2145,0.0113,25,9.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/UNADJUSTEDNONRAW_thumb_20.jpg,1,33.93,0.45,0.4082,0.0454,0.3361,0.13425,0.2836,0.0061,26,42.5,,,,,,,,,,,,,,
